"pvar","yearmat","sqid","mm","T98","ID"
0.0433333333333333,"2004","1548",0.858333333333333,0,83
0.0566666666666667,"2004","1548",0.858333333333333,0,84
0.0533333333333333,"2004","1548",0.858333333333333,0,85
0.07,"2004","1548",0.858333333333333,0,86
0.0666666666666667,"2004","1548",0.858333333333333,0.08,87
0.0766666666666667,"2004","1490",0.858333333333333,0.02,88
0.08,"2004","1490",0.858333333333333,0,89
0.07,"2004","1490",0.858333333333333,0,90
0.08,"2004","1490",0.858333333333333,0,91
0.0833333333333333,"2004","1490",0.858333333333333,0,92
0.0666666666666667,"2004","1490",0.858333333333333,0,93
0.07,"2004","1490",0.858333333333333,0,94
0.0533333333333333,"2004","1490",0.858333333333333,0.02,95
0.206666666666667,"2004","486",0.591666666666667,0,96
0.226666666666667,"2004","486",0.591666666666667,0,97
0.236666666666667,"2004","486",0.591666666666667,0,98
0.25,"2004","486",0.591666666666667,0.02,99
0.246666666666667,"2004","486",0.591666666666667,0.1,100
0.0833333333333333,"2004","486",0.858333333333333,0,101
0.0833333333333333,"2004","486",0.858333333333333,0,102
0.06,"2004","486",0.858333333333333,0,103
0.0333333333333333,"2004","486",0.858333333333333,0.02,104
0.0333333333333333,"2004","486",0.858333333333333,0.02,105
0.236666666666667,"2004","486",0.591666666666667,0,106
0.216666666666667,"2004","486",0.591666666666667,0,107
0.163333333333333,"2004","486",0.591666666666667,0,108
0.14,"2004","486",0.591666666666667,0,109
0.183333333333333,"2004","486",0.591666666666667,0,110
0.213333333333333,"2004","486",0.591666666666667,0,111
0.116666666666667,"2004","486",0.591666666666667,0,112
0.05,"2004","486",0.591666666666667,0,113
0.0766666666666667,"2004","486",0.591666666666667,0,114
0.133333333333333,"2004","486",0.591666666666667,0,115
0.116666666666667,"2004","486",0.591666666666667,0,116
0.103333333333333,"2004","486",0.591666666666667,0,117
0.0866666666666667,"2004","486",0.591666666666667,0,118
0.0433333333333333,"2004","486",0.591666666666667,0,119
0.116666666666667,"2004","486",0.591666666666667,0,120
0.13,"2004","859",0.625,0,121
0.123333333333333,"2004","859",0.591666666666667,0,122
0.12,"2004","859",0.591666666666667,0,123
0.2525,"2004","859",0.725,0,124
0.29,"2004","859",0.725,0,125
0.22,"2004","859",0.591666666666667,0,126
0.14,"2004","859",0.591666666666667,0,127
0.206666666666667,"2004","859",0.591666666666667,0,128
0.166666666666667,"2004","859",0.591666666666667,0,129
0.203333333333333,"2004","859",0.591666666666667,0,130
0.2,"2004","859",0.858333333333333,0,131
0.17,"2004","859",0.858333333333333,0,132
0.0666666666666667,"2004","859",0.858333333333333,0,133
0.0566666666666667,"2004","859",0.858333333333333,0,134
0.126666666666667,"2004","859",0.858333333333333,0,135
0.375,"2004","859",0.425,0,136
0.325,"2004","859",0.425,0,137
0.315,"2004","859",0.425,0,138
0.3,"2004","859",0.425,0.02,139
0.25,"2004","859",0.425,0,140
0.273333333333333,"2004","859",0.858333333333333,0,141
0.0866666666666667,"2004","859",0.858333333333333,0,142
0.0466666666666667,"2004","859",0.858333333333333,0,143
0.07,"2004","859",0.858333333333333,0,144
0.0766666666666667,"2004","859",0.858333333333333,0,145
0.29,"2004","2904",0.658333333333333,1,146
0.29,"2004","2904",0.658333333333333,1,147
0.176666666666667,"2004","2904",0.658333333333333,1,148
0.19,"2004","2904",0.658333333333333,1,149
0.186666666666667,"2004","2904",0.658333333333333,1,150
0.2,"2004","2904",0.858333333333333,1,151
0.183333333333333,"2004","2904",0.858333333333333,1,152
0.12,"2004","2904",0.858333333333333,1,153
0.136666666666667,"2004","2904",0.858333333333333,1,154
0.175,"2004","2904",0.725,1,155
0.145,"2004","2904",0.825,0.96,156
0.316666666666667,"2004","2904",0.658333333333333,0.96,157
0.283333333333333,"2004","2904",0.658333333333333,0.96,158
0.156666666666667,"2004","2904",0.658333333333333,1,159
0.146666666666667,"2004","2904",0.658333333333333,1,160
0.28,"2004","2904",0.858333333333333,1,161
0.436666666666667,"2004","2904",0.858333333333333,1,162
0.413333333333333,"2004","2904",0.858333333333333,1,163
0.176666666666667,"2004","2904",0.858333333333333,1,164
0.123333333333333,"2004","2904",0.858333333333333,1,165
0.13,"2004","2904",0.825,1,166
0.155,"2004","2904",0.825,1,167
0.14,"2004","2904",0.825,1,168
0.25,"2004","2904",0.658333333333333,1,169
0.176666666666667,"2004","2904",0.658333333333333,1,170
0.0933333333333333,"2004","2030",0.858333333333333,0,171
0.23,"2004","2030",0.858333333333333,0,172
0.42,"2004","2030",0.858333333333333,0.02,173
0.39,"2004","2030",0.858333333333333,0.2,174
0.406666666666667,"2004","2030",0.858333333333333,0.4,175
0.71,"2004","2030",0.525,0,176
0.43,"2004","2030",0.525,0,177
0.565,"2004","2030",0.725,0,178
0.595,"2004","2030",0.725,0,179
0.77,"2004","2030",0.725,0.24,180
0.75,"2004","2030",0.825,0,181
0.73,"2004","2030",0.825,0,182
0.63,"2004","2030",0.825,0,183
0.555,"2004","2030",0.825,0,184
0.565,"2004","2030",0.825,0,185
0.575,"2004","2030",0.825,0,186
0.585,"2004","2030",0.825,0,187
0.575,"2004","2030",0.825,0.32,188
0.445,"2004","2030",0.825,0.04,189
0.595,"2004","2030",0.825,0,190
0.336666666666667,"2004","2030",0.658333333333333,0,191
0.353333333333333,"2004","2030",0.658333333333333,0,192
0.343333333333333,"2004","2030",0.658333333333333,0.12,193
0.296666666666667,"2004","2030",0.658333333333333,0.48,194
0.576666666666667,"2004","2030",0.658333333333333,0,195
0.2,"2004","1637",0.725,0,196
0.183333333333333,"2004","1637",0.658333333333333,0,197
0.223333333333333,"2004","1637",0.658333333333333,0,198
0.216666666666667,"2004","1637",0.658333333333333,0,199
0.41,"2004","1637",0.658333333333333,0,200
NA,"2004","4188",NA,0.1,201
NA,"2004","4188",NA,0.12,202
0.18,"2004","4188",0.925,0,203
0.07,"2004","4188",0.925,0,204
0.26,"2004","4188",0.625,0,205
NA,"2004","1637",NA,0,206
NA,"2004","1637",NA,0,207
0.09,"2004","1637",0.925,0,208
0.28,"2004","1637",0.625,0,209
0.215,"2004","1637",0.625,0,210
NA,"2004","4188",NA,0.26,211
NA,"2004","4188",NA,0.06,212
0.14,"2004","4188",0.925,0,213
0.12,"2004","4188",0.925,0,214
0.25,"2004","4188",0.625,0,215
NA,"2004","1637",NA,0,216
NA,"2004","1637",NA,0,217
0.1,"2004","1637",0.925,0,218
0.08,"2004","1637",0.925,0,219
0.255,"2004","1637",0.625,0,220
NA,"2004","4188",NA,0.06,221
NA,"2004","4188",NA,0.08,222
0.1,"2004","4188",0.925,0,223
0.08,"2004","4188",0.925,0,224
0.235,"2004","4188",0.625,0,225
0.145,"2004","1637",0.425,0,226
0.145,"2004","1637",0.425,0,227
0.175,"2004","1637",0.425,0,228
0.16,"2004","1637",0.425,0,229
0.13,"2004","1637",0.425,0,230
0.175,"2004","4188",0.425,0.02,231
0.12,"2004","4188",0.425,0,232
0.185,"2004","4188",0.425,0,233
0.15,"2004","4188",0.425,0,234
0.21,"2004","4188",0.591666666666667,0,235
0.145,"2004","1637",0.425,0,236
0.17,"2004","1637",0.425,0,237
0.165,"2004","1637",0.425,0.1,238
0.145,"2004","1637",0.425,0,239
0.165,"2004","1637",0.425,0,240
0.1,"2004","4188",0.525,0,241
0.06,"2004","4188",0.525,0,242
0.06,"2004","4188",0.525,0,243
0.1,"2004","4188",0.525,0,244
0.11,"2004","4188",0.525,0,245
0.06,"2004","3764",0.525,1,246
0.12,"2004","3764",0.525,0.92,247
0.1,"2004","3764",0.525,0.32,248
0.15,"2004","3764",0.525,0.12,249
0.07,"2004","3764",0.525,0.56,250
0.305,"2004","3764",1.025,1,251
0.095,"2004","3764",1.025,0.88,252
0.07,"2004","3764",1.025,0.56,253
0.085,"2004","3764",1.025,0.36,254
0.075,"2004","3764",1.025,0.68,255
0.42,"2004","2598",0.525,0,256
0.31,"2004","2598",0.525,0,257
0.29,"2004","2598",0.525,0,258
0.3,"2004","2598",0.525,0,259
0.26,"2004","2598",0.525,0.08,260
0.13,"2004","3764",1.025,1,261
0.045,"2004","3764",1.025,1,262
0.07,"2004","3764",1.025,0,263
0.11,"2004","3764",1.025,0.92,264
0.055,"2004","3764",1.025,0.8,265
0.39,"2004","2598",0.525,0.04,266
0.23,"2004","2598",0.525,0.32,267
0.19,"2004","2598",0.525,0.56,268
0.24,"2004","2598",0.525,0.8,269
0.46,"2004","2598",0.425,0.4,270
0.04,"2004","3764",1.025,1,271
0.075,"2004","3764",1.025,1,272
0.03,"2004","3764",1.025,0.68,273
0.01,"2004","3764",1.025,1,274
0.04,"2004","3764",1.025,1,275
0.34,"2004","3161",0.525,0.6,276
0.21,"2004","3161",0.525,0.76,277
0.22,"2004","3161",0.525,1,278
0.29,"2004","3161",0.525,1,279
0.24,"2004","3161",0.525,1,280
0.015,"2004","2598",1.025,0.84,281
0.01,"2004","2598",1.025,0.24,282
0.035,"2004","2598",1.025,0.08,283
0.01,"2004","2598",1.025,0.24,284
0,"2004","2598",1.025,0.24,285
0.42,"2004","3764",0.525,1,286
0.28,"2004","3764",0.525,1,287
0.24,"2004","3764",0.525,1,288
0.24,"2004","3764",0.525,1,289
0.345,"2004","3764",0.425,1,290
0.025,"2004","3161",1.025,0.24,291
0.03,"2004","3161",1.025,0.04,292
0.015,"2004","3161",1.025,0.92,293
0.035,"2004","3161",1.025,0.76,294
0.03,"2004","3161",1.025,0.52,295
0.43,"2004","2598",0.525,0.28,296
0.29,"2004","2598",0.525,0,297
0.24,"2004","2598",0.525,0,298
0.285,"2004","2598",0.425,0.12,299
0.265,"2004","2598",0.425,0.28,300
0.26,"2004","3161",0.725,0.12,301
0.185,"2004","3161",0.725,0.2,302
0.205,"2004","3161",0.725,0.88,303
0.123333333333333,"2004","3161",0.858333333333333,0.76,304
0.15,"2004","3161",0.858333333333333,0.52,305
0.31,"2004","2598",0.425,0,306
0.32,"2004","2598",0.425,0,307
0.355,"2004","2598",0.425,0,308
0.405,"2004","2598",0.425,0,309
0.37,"2004","2598",0.425,0.44,310
0.215,"2004","1781",0.725,0,311
0.23,"2004","1781",0.725,0,312
0.22,"2004","1781",0.725,0,313
0.23,"2004","1781",0.725,0,314
0.166666666666667,"2004","1781",0.858333333333333,0,315
0.29,"2004","3161",0.525,0.22,316
0.24,"2004","3161",0.525,0.92,317
0.27,"2004","3161",0.525,1,318
0.34,"2004","3161",0.425,1,319
0.345,"2004","3161",0.425,1,320
0.215,"2004","1781",0.725,0,321
0.24,"2004","1781",0.725,0,322
0.18,"2004","1781",0.725,0,323
0.185,"2004","1781",0.725,0,324
0.146666666666667,"2004","1781",0.858333333333333,0.04,325
0.24,"2004","3161",0.525,1,326
0.18,"2004","3161",0.525,1,327
0.1,"2004","3161",0.525,1,328
0.12,"2004","3161",0.525,1,329
0.16,"2004","3161",0.525,1,330
0.19,"2004","1781",0.925,0,331
0.14,"2004","1781",0.925,0,332
0.04,"2004","1781",0.925,0,333
0.1,"2004","1781",0.925,0,334
0.15,"2004","1781",0.858333333333333,0,335
0.15,"2004","1781",0.525,0,336
0.12,"2004","1781",0.525,0,337
0.03,"2004","1781",0.525,0,338
0.09,"2004","1781",0.525,0,339
0.03,"2004","1781",0.525,0,340
0.13,"2004","1781",0.925,0,341
0.01,"2004","1781",0.925,0,342
0.05,"2004","1781",0.925,0,343
0.04,"2004","1781",0.925,0,344
0.47,"2004","1781",0.625,0,345
0.08,"2004","2450",0.525,0,346
0.14,"2004","2450",0.525,0.1,347
0.09,"2004","2450",0.525,0.14,348
0.12,"2004","2450",0.525,0,349
0.25,"2004","2450",0.525,0.06,350
0.31,"2004","2450",0.425,0,351
0.27,"2004","2450",0.425,0,352
0.195,"2004","2450",0.425,0.06,353
0.295,"2004","2450",0.425,0,354
0.355,"2004","2450",0.425,0,355
0.285,"2004","2450",0.425,0,356
0.235,"2004","2450",0.425,0,357
0.23,"2004","2450",0.425,0.1,358
0.235,"2004","2450",0.425,0,359
0.225,"2004","2450",0.425,0,360
0.185,"2004","2450",0.425,0,361
0.155,"2004","2450",0.425,0,362
0.13,"2004","2450",0.425,0,363
0.17,"2004","2450",0.425,0,364
0.115,"2004","2450",0.425,0,365
0.1,"2004","2450",0.425,0,366
0.18,"2004","2450",0.425,0.02,367
0.135,"2004","2450",0.425,0.04,368
0.08,"2004","2450",0.425,0,369
0.12,"2004","2450",0.425,0,370
0.165,"2004","2018",0.425,0.2,371
0.19,"2004","2018",0.425,0.04,372
0.13,"2004","2018",0.425,0.16,373
0.11,"2004","2018",0.425,0,374
0.145,"2004","2018",0.425,0,375
0.44,"2004","2018",0.425,0,376
0.315,"2004","2018",0.425,0,377
0.395,"2004","2018",0.425,0,378
0.405,"2004","2018",0.425,0,379
0.435,"2004","2018",0.425,0,380
0.325,"2004","2018",0.425,0,381
0.405,"2004","2018",0.425,0.04,382
0.495,"2004","2018",0.425,0,383
0.485,"2004","2018",0.425,0,384
0.5,"2004","2018",0.425,0,385
0.37,"2004","2018",0.425,0,386
0.48,"2004","2018",0.425,0,387
0.475,"2004","2018",0.425,0.04,388
0.46,"2004","2018",0.425,0,389
0.366666666666667,"2004","2018",0.591666666666667,0,390
0.425,"2004","2018",0.425,0,391
0.425,"2004","2018",0.425,0,392
0.345,"2004","2018",0.425,0,393
0.35,"2004","2018",0.425,0,394
0.475,"2004","2018",0.425,0,395
0.38,"2004","2707",0.525,0,396
0.2,"2004","2707",0.525,0,397
0.23,"2004","2707",0.525,0,398
0.26,"2004","2707",0.525,0,399
0.11,"2004","2707",0.525,0,400
0.22,"2004","2707",0.525,0,401
0.18,"2004","2707",0.525,0,402
0.27,"2004","2707",0.525,0.04,403
0.15,"2004","2707",0.525,0.18,404
0.1,"2004","2707",0.525,0.12,405
0.33,"2004","2707",0.425,0.22,406
0.265,"2004","2707",0.425,0.02,407
0.25,"2004","2707",0.425,0.08,408
0.21,"2004","2707",0.425,0.02,409
0.19,"2004","2707",0.425,0.2,410
0.196666666666667,"2004","1821",0.591666666666667,0,411
0.21,"2004","1821",0.425,0,412
0.225,"2004","1821",0.425,0,413
0.185,"2004","1821",0.425,0,414
0.2,"2004","1821",0.425,0,415
0.14,"2004","2707",0.591666666666667,0.68,416
0.243333333333333,"2004","2707",0.591666666666667,0.12,417
0.165,"2004","2707",0.425,0.04,418
0.22,"2004","2707",0.425,0.02,419
0.185,"2004","2707",0.425,0,420
0.11,"2004","1821",1.125,0,421
0,"2004","1821",1.125,0,422
0,"2004","1821",1.125,0,423
0,"2004","1821",1.125,0,424
NA,"2004","1821",NA,0.2,425
0.04,"2004","2707",1.125,0.04,426
0.04,"2004","2707",1.125,0,427
0,"2004","2707",1.125,0,428
0,"2004","2707",1.125,0,429
NA,"2004","2707",NA,0,430
0.09,"2004","1821",1.125,0,431
0,"2004","1821",1.125,0,432
0,"2004","1821",1.125,0,433
0,"2004","1821",1.125,0,434
NA,"2004","1821",NA,0.1,435
0,"2004","1023",1.125,0,436
0,"2004","1023",1.125,0,437
0,"2004","1023",1.125,0,438
0,"2004","1023",1.125,0,439
NA,"2004","1023",NA,0,440
0,"2004","1821",1.125,0,441
0,"2004","1821",1.125,0,442
0,"2004","1821",1.125,0.12,443
0.02,"2004","1821",1.125,0,444
NA,"2004","1821",NA,0,445
0.38,"2004","1023",0.325,0.12,446
0.52,"2004","1023",0.325,0,447
NA,"2004","1023",NA,0.02,448
0.37,"2004","1023",0.525,0.02,449
0.37,"2004","1023",0.525,0,450
0.46,"2004","1821",0.325,0,451
0.485,"2004","1821",0.625,0,452
0.13,"2004","1821",0.925,0.22,453
0.12,"2004","1821",0.925,0,454
0.09,"2004","1821",0.925,0.04,455
0.47,"2004","1023",0.325,0.26,456
0.56,"2004","1023",0.625,0.04,457
0.22,"2004","1023",0.925,0.04,458
0.18,"2004","1023",0.925,0,459
0.15,"2004","1023",0.925,0,460
0.51,"2004","1023",0.325,0,461
0.515,"2004","1023",0.625,0.14,462
0.3,"2004","1023",0.925,0,463
0.19,"2004","1023",0.925,0,464
0.33,"2004","1023",0.925,0,465
0.5,"2004","1023",0.625,0,466
0.44,"2004","1023",0.625,0.12,467
0.2,"2004","1023",0.925,0,468
0.25,"2004","1023",0.925,0,469
0.52,"2004","1023",0.925,0,470
0.49,"2004","2789",0.525,0,471
NA,"2004","2789",NA,0,472
NA,"2004","2789",NA,0,473
NA,"2004","2789",NA,0,474
NA,"2004","2789",NA,0,475
0.41,"2004","2789",0.525,0,476
0.41,"2004","2789",0.525,0,477
NA,"2004","2789",NA,0,478
NA,"2004","2789",NA,0,479
NA,"2004","2789",NA,0,480
NA,"2004","2185",NA,0,481
0.35,"2004","2185",0.525,0.1,482
NA,"2004","2185",NA,0.02,483
NA,"2004","2185",NA,0.04,484
NA,"2004","2185",NA,0.08,485
NA,"2004","2789",NA,0,486
NA,"2004","2789",NA,0,487
NA,"2004","2789",NA,0,488
NA,"2004","2789",NA,0,489
NA,"2004","2789",NA,0,490
NA,"2004","2185",NA,0,491
NA,"2004","2185",NA,0,492
NA,"2004","2185",NA,0,493
NA,"2004","2185",NA,0,494
0.35,"2004","2185",0.525,0,495
0.44,"2004","1062",0.725,0,496
0.4,"2004","1062",0.725,0,497
0.385,"2004","1062",0.725,0,498
0.4,"2004","1062",0.725,0,499
0.425,"2004","1062",0.725,0,500
0.39,"2004","2789",0.725,0,501
0.375,"2004","2789",0.725,0,502
0.395,"2004","2789",0.725,0,503
0.44,"2004","2789",0.725,0,504
0.435,"2004","2789",0.725,0,505
0.38,"2004","2185",0.725,0.04,506
0.375,"2004","2185",0.725,0.04,507
0.415,"2004","2185",0.725,0,508
0.405,"2004","2185",0.725,0,509
0.405,"2004","2185",0.725,0,510
0.36,"2004","1062",0.925,0,511
0.38,"2004","1062",0.925,0,512
0.38,"2004","1062",0.925,0,513
0.395,"2004","1062",0.725,0.1,514
0.385,"2004","1062",0.725,0.08,515
0.39,"2004","2789",0.925,0,516
0.36,"2004","2789",0.925,0,517
0.36,"2004","2789",0.925,0,518
0.35,"2004","2789",0.925,0,519
0.455,"2004","2789",0.625,0,520
0.306666666666667,"2004","2185",0.591666666666667,0.16,521
0.356666666666667,"2004","2185",0.591666666666667,0.3,522
0.36,"2004","2185",0.591666666666667,0.28,523
0.293333333333333,"2004","2185",0.591666666666667,0.04,524
0.246666666666667,"2004","2185",0.591666666666667,0,525
0.253333333333333,"2004","1062",0.591666666666667,0.02,526
0.25,"2004","1062",0.591666666666667,0.06,527
0.135,"2004","1062",0.725,0,528
0.175,"2004","1062",0.725,0.1,529
0.185,"2004","1062",0.725,0,530
0.22,"2004","2185",0.625,0,531
0.22,"2004","2185",0.625,0.1,532
0.22,"2004","2185",0.925,0.34,533
0.38,"2004","2185",0.925,0.42,534
0.325,"2004","2185",0.725,0.06,535
0.175,"2004","1062",0.625,0,536
0.16,"2004","1062",0.925,0,537
0.4,"2004","1062",0.925,0,538
NA,"2004","1062",NA,0.04,539
NA,"2004","1062",NA,0,540
0.45,"2004","1062",0.325,0,541
NA,"2004","1062",NA,0,542
NA,"2004","1062",NA,0,543
NA,"2004","1062",NA,0.06,544
NA,"2004","1062",NA,0.04,545
NA,"2004","2574",NA,0,546
NA,"2004","2574",NA,0,547
NA,"2004","2574",NA,0,548
NA,"2004","2574",NA,0,549
NA,"2004","2574",NA,0.08,550
NA,"2004","470",NA,0,551
NA,"2004","470",NA,0,552
NA,"2004","470",NA,0,553
NA,"2004","470",NA,0,554
NA,"2004","470",NA,0,555
NA,"2004","2574",NA,0.06,556
NA,"2004","2574",NA,0,557
NA,"2004","2574",NA,0,558
NA,"2004","2574",NA,0,559
0.1,"2004","2574",0.525,0,560
0.48,"2004","470",0.525,0,561
0.53,"2004","470",0.525,0.12,562
0.47,"2004","470",0.525,0.1,563
0.23,"2004","470",0.525,0.02,564
0.18,"2004","470",0.525,0,565
0.48,"2004","2574",0.825,0,566
0.415,"2004","2574",0.825,0.04,567
0.38,"2004","2574",0.525,0,568
0.19,"2004","2574",0.425,0,569
0.24,"2004","2574",0.425,0,570
0.06,"2004","470",0.525,0,571
0.04,"2004","470",0.525,0,572
0.05,"2004","470",0.525,0.02,573
0.06,"2004","470",0.525,0.02,574
0.235,"2004","470",0.425,0,575
0.21,"2004","2574",0.525,0,576
0.16,"2004","2574",0.525,0.02,577
0.14,"2004","2574",0.525,0,578
0.17,"2004","2574",0.525,0,579
0.04,"2004","2574",0.725,0,580
0.21,"2004","470",0.525,0.04,581
0.11,"2004","470",0.525,0,582
0.18,"2004","470",0.525,0,583
0.19,"2004","470",0.525,0,584
0.17,"2004","470",0.525,0,585
0.133333333333333,"2004","2574",0.858333333333333,0,586
0.173333333333333,"2004","2574",0.858333333333333,0,587
0.126666666666667,"2004","2574",0.858333333333333,0,588
0.09,"2004","2574",0.858333333333333,0.06,589
0.12,"2004","2574",0.858333333333333,0.06,590
NA,"2004","470",NA,0.22,591
NA,"2004","470",NA,0.04,592
NA,"2004","470",NA,0,593
NA,"2004","470",NA,0,594
NA,"2004","470",NA,0,595
0.3,"2004","553",0.525,0.2,596
0.21,"2004","553",0.525,0,597
0.24,"2004","553",0.525,0,598
0.28,"2004","553",0.525,0,599
0.15,"2004","553",0.525,0,600
0.113333333333333,"2004","553",0.858333333333333,0.32,601
0.0966666666666667,"2004","553",0.858333333333333,0.04,602
0.153333333333333,"2004","553",0.858333333333333,0,603
0.14,"2004","553",0.858333333333333,0,604
0.106666666666667,"2004","553",0.858333333333333,0,605
NA,"2004","553",NA,0,606
NA,"2004","553",NA,0,607
NA,"2004","553",NA,0,608
0.47,"2004","553",0.325,0,609
0.5,"2004","553",0.325,0,610
0.22,"2004","553",0.525,0,611
0.17,"2004","553",0.525,0,612
0.2,"2004","553",0.525,0,613
0.14,"2004","553",0.525,0,614
0.13,"2004","553",0.525,0,615
0.106666666666667,"2004","553",0.858333333333333,0,616
0.0666666666666667,"2004","553",0.858333333333333,0.1,617
0.0733333333333333,"2004","553",0.858333333333333,0.02,618
0.0833333333333333,"2004","553",0.858333333333333,0,619
0.0666666666666667,"2004","553",0.858333333333333,0,620
NA,"2004","2064",NA,0,621
NA,"2004","2064",NA,0,622
NA,"2004","2064",NA,0.04,623
NA,"2004","2064",NA,0.22,624
NA,"2004","2064",NA,0.16,625
0.0766666666666667,"2004","2064",0.858333333333333,0.02,626
0.0533333333333333,"2004","2064",0.858333333333333,0,627
0.0733333333333333,"2004","2064",0.858333333333333,0.1,628
0.0866666666666667,"2004","2064",0.858333333333333,0.22,629
0.0766666666666667,"2004","2064",0.858333333333333,0.06,630
NA,"2004","2064",NA,0.04,631
NA,"2004","2064",NA,0.06,632
NA,"2004","2064",NA,0.06,633
NA,"2004","2064",NA,0,634
NA,"2004","2064",NA,0,635
0.08,"2004","2064",0.858333333333333,0.08,636
0.0566666666666667,"2004","2064",0.858333333333333,0.04,637
0.08,"2004","2064",0.858333333333333,0.08,638
0.0566666666666667,"2004","2064",0.858333333333333,0.04,639
0.113333333333333,"2004","2064",0.858333333333333,0,640
NA,"2004","2064",NA,0,641
NA,"2004","2064",NA,0,642
NA,"2004","2064",NA,0,643
NA,"2004","2064",NA,0.02,644
NA,"2004","2064",NA,0,645
0.305,"2004","2222",0.625,1,646
0.335,"2004","2222",0.625,1,647
0.32,"2004","2222",0.625,1,648
0.305,"2004","2222",0.625,1,649
0.185,"2004","2222",0.625,1,650
0.245,"2004","2222",0.625,1,651
0.225,"2004","2222",0.625,1,652
0.275,"2004","2222",0.625,1,653
0.17,"2004","1603",0.625,0,654
0.19,"2004","1603",0.625,0,655
0.225,"2004","1603",0.625,0.04,656
0.26,"2004","1603",0.625,0.06,657
0.21,"2004","1603",0.625,0,658
0.115,"2004","2222",0.625,1,659
0.19,"2004","1603",0.625,0,660
0.285,"2004","1603",0.625,0,661
0.25,"2004","1603",0.625,0.1,662
0.17,"2004","1603",0.625,0,663
0.1,"2004","1603",0.625,0,664
0.17,"2004","2222",0.625,1,665
